aceh|acehselatan|bakongan,23773
aceh|acehselatan|kluetutara,23771
aceh|acehselatan|kluetselatan,23772
aceh|acehselatan|labuhanhaji,23761
aceh|acehselatan|meukek,23754
aceh|acehselatan|samadua,23752
aceh|acehselatan|sawang,23753
aceh|acehselatan|tapaktuan,23711
aceh|acehselatan|trumon,23774
aceh|acehselatan|pasiraja,23755
aceh|acehselatan|labuhanhajitimur,23758
aceh|acehselatan|labuhanhajibarat,23757
aceh|acehselatan|kluettengah,23770
aceh|acehselatan|kluettimur,23779
aceh|acehselatan|bakongantimur,23777
aceh|acehselatan|trumontimur,23776
aceh|acehselatan|bahagia,23778
aceh|acehselatan|trumontengah,23775
aceh|acehtenggara|lawealas,24661
aceh|acehtenggara|lawesigalagala,24676
aceh|acehtenggara|bambel,24672
aceh|acehtenggara|babussalam,24664
aceh|acehtenggara|badar,24666
aceh|acehtenggara|babulmakmur,24673
aceh|acehtenggara|darulhasanah,24663
aceh|acehtenggara|lawebulan,24665
aceh|acehtenggara|bukittusam,24671
aceh|acehtenggara|semadam,24678
aceh|acehtenggara|babulrahmah,24675
aceh|acehtenggara|ketambe,24662
aceh|acehtenggara|delengpokhkisen,24660
aceh|acehtenggara|lawesumur,24670
aceh|acehtenggara|tanohalas,24674
aceh|acehtenggara|leuser,24677
aceh|acehtimur|darulaman,24455
aceh|acehtimur|julok,24459
aceh|acehtimur|idirayeuk,24442
aceh|acehtimur|birembayeun,24452
aceh|acehtimur|serbajadi,24460
aceh|acehtimur|nurussalam,24467
aceh|acehtimur|peureulak,24453
aceh|acehtimur|rantauselamat,24451
aceh|acehtimur|simpangulim,24465
aceh|acehtimur|rantaupeureulak,24441
aceh|acehtimur|pantebidari,24463
aceh|acehtimur|madat,24462
aceh|acehtimur|indramakmu,24457
aceh|acehtimur|iditunong,24443
aceh|acehtimur|bandaalam,24458
aceh|acehtimur|peudawa,24469
aceh|acehtimur|peureulaktimur,24440
aceh|acehtimur|peureulakbarat,24450
aceh|acehtimur|sungairaya,24466
aceh|acehtimur|simpangjernih,24464
aceh|acehtimur|darulihsan,24468
aceh|acehtimur|darulfalah,24454
aceh|acehtimur|iditimur,24456
aceh|acehtimur|peunaron,24461
aceh|acehtengah|linge,24565
aceh|acehtengah|silihnara,24569
aceh|acehtengah|bebesen,24552
aceh|acehtengah|pegasing,24560
aceh|acehtengah|bintang,24571
aceh|acehtengah|ketol,24566
aceh|acehtengah|kebayakan,24517
aceh|acehtengah|kutepanang,24568
aceh|acehtengah|celala,24562
aceh|acehtengah|lauttawar,24511
aceh|acehtengah|atulintang,24563
aceh|acehtengah|jagongjeget,24564
aceh|acehtengah|bies,24561
aceh|acehtengah|rusipantara,24567
aceh|acehbarat|johanpahwalan,23611
aceh|acehbarat|kawayxvi,23681
aceh|acehbarat|sungaimas,23685
aceh|acehbarat|woyla,23654
aceh|acehbarat|samatiga,23650
aceh|acehbarat|bubon,23651
aceh|acehbarat|aronganlambalek,23652
aceh|acehbarat|panteceureumen,23680
aceh|acehbarat|meureubo,23615
aceh|acehbarat|woylabarat,23682
aceh|acehbarat|woylatimur,23683
aceh|acehbarat|pantonreu,23684
aceh|acehbesar|lhoong,23354
aceh|acehbesar|lhoknga,23355
aceh|acehbesar|indrapuri,23363
aceh|acehbesar|seulimeum,23951
aceh|acehbesar|montasik,23362
aceh|acehbesar|sukamakmur,23361
aceh|acehbesar|darulimarah,23352
aceh|acehbesar|peukanbada,23351
aceh|acehbesar|mesjidraya,23381
aceh|acehbesar|inginjaya,23371
aceh|acehbesar|kutabaro,23372
aceh|acehbesar|darussalam,23374
aceh|acehbesar|puloaceh,23391
aceh|acehbesar|lembahseulawah,23952
aceh|acehbesar|jantho,23911
aceh|acehbesar|cotglie,23364
aceh|acehbesar|kutamalaka,23365
aceh|acehbesar|simpangtiga,23375
aceh|acehbesar|darulkamal,23350
aceh|acehbesar|baitussalam,23373
aceh|acehbesar|kruengbaronajaya,23370
aceh|acehbesar|leupung,23353
aceh|acehbesar|blangbintang,23360
aceh|pidie|batee,24152
aceh|pidie|delima,24162
aceh|pidie|geumpang,24167
aceh|pidie|geulumpangtiga,24183
aceh|pidie|indrajaya,24171
aceh|pidie|kembangtanjong,24182
aceh|pidie|sigli,24111
aceh|pidie|mila,24163
aceh|pidie|muaratiga,24153
aceh|pidie|mutiara,24173
aceh|pidie|padangtiji,24161
aceh|pidie|peukanbaro,24172
aceh|pidie|pidie,24151
aceh|pidie|sakti,24164
aceh|pidie|simpangtiga,24181
aceh|pidie|tangse,24166
aceh|pidie|tirotruseb,24174
aceh|pidie|keumala,24165
aceh|pidie|mutiaratimur,24175
aceh|pidie|gronggrong,24150
aceh|pidie|mane,24189
aceh|pidie|glumpangbaro,24180
aceh|pidie|titeue,24168
aceh|acehutara|baktiya,24392
aceh|acehutara|dewantara,24354
aceh|acehutara|kutamakmur,24371
aceh|acehutara|lhoksukon,24382
aceh|acehutara|matangkuli,24386
aceh|acehutara|muarabatu,24355
aceh|acehutara|meurahmulia,24372
aceh|acehutara|samudera,24374
aceh|acehutara|seunuddon,24393
aceh|acehutara|syamtaliraaron,24381
aceh|acehutara|syamtalirabayu,24370
aceh|acehutara|tanahluas,24387
aceh|acehutara|tanahpasir,24390
aceh|acehutara|tjamboaye,24395
aceh|acehutara|sawang,24377
aceh|acehutara|nisam,24378
aceh|acehutara|cotgirek,24352
aceh|acehutara|langkahan,24394
aceh|acehutara|baktiyabarat,24396
aceh|acehutara|payabakong,24383
aceh|acehutara|nibong,24385
aceh|acehutara|simpangkramat,24313
aceh|acehutara|lapang,24391
aceh|acehutara|piraktimur,24384
aceh|acehutara|geuredongpase,24373
aceh|acehutara|bandabaro,24376
aceh|acehutara|nisamantara,24379
aceh|simeulue|simeuluetengah,23894
aceh|simeulue|salang,23896
aceh|simeulue|teupahbarat,23897
aceh|simeulue|simeuluetimur,23891
aceh|simeulue|telukdalam,23890
aceh|simeulue|simeuluebarat,23892
aceh|simeulue|teupahselatan,23898
aceh|simeulue|alapan,23893
aceh|simeulue|teupahtengah,23899
aceh|simeulue|simeuluecut,23895
aceh|acehsingkil|pulaubanyak,24791
aceh|acehsingkil|simpangkanan,24794
aceh|acehsingkil|singkil,24785
aceh|acehsingkil|gunungmeriah,24793
aceh|acehsingkil|baharu,24792
aceh|acehsingkil|singkilutara,24791
aceh|acehsingkil|danauparis,24784
aceh|acehsingkil|suromakmur,24787
aceh|acehsingkil|singkohor,24788
aceh|acehsingkil|kualabaru,24789
aceh|acehsingkil|pulaubanyakbarat,24790
aceh|bireuen|samalanga,24264
aceh|bireuen|jeunieb,24263
aceh|bireuen|peudada,24262
aceh|bireuen|jeumpa,24251
aceh|bireuen|peusangan,24267
aceh|bireuen|makmur,24357
aceh|bireuen|gandapura,24356
aceh|bireuen|pandrah,24265
aceh|bireuen|juli,24250
aceh|bireuen|jangka,24261
aceh|bireuen|simpangmamplam,24253
aceh|bireuen|peulimbang,24266
aceh|bireuen|juang,24252
aceh|bireuen|kuala,24260
aceh|bireuen|peusangansiblahkrueng,24269
aceh|bireuen|peusanganselatan,24268
aceh|bireuen|kutablang,24358
aceh|acehbaratdaya|blangpidie,23764
aceh|acehbaratdaya|tangantangan,23768
aceh|acehbaratdaya|manggeng,23760
aceh|acehbaratdaya|susoh,23765
aceh|acehbaratdaya|kualabatee,23766
aceh|acehbaratdaya|babahrot,23767
aceh|acehbaratdaya|setia,23763
aceh|acehbaratdaya|jeumpa,23769
aceh|acehbaratdaya|lembahsabil,23762
aceh|gayolues|blangkejeren,24655
aceh|gayolues|kutapanjang,24650
aceh|gayolues|rikitgaib,24651
aceh|gayolues|terangun,24656
aceh|gayolues|pining,24659
aceh|gayolues|blangpegayon,24653
aceh|gayolues|puteribetung,24658
aceh|gayolues|dabungelang,24652
aceh|gayolues|blangjerango,24655
aceh|gayolues|teripejaya,24657
aceh|gayolues|pantancuaca,24654
aceh|acehjaya|teunom,23653
aceh|acehjaya|kruengsabee,23654
aceh|acehjaya|setiabhakti,23655
aceh|acehjaya|sampoiniet,23659
aceh|acehjaya|jaya,23658
aceh|acehjaya|panga,23653
aceh|acehjaya|indrajaya,23657
aceh|acehjaya|darulhikmah,23656
aceh|acehjaya|pasieraya,23653
aceh|naganraya|kuala,23661
aceh|naganraya|seunagan,23671
aceh|naganraya|seunagantimur,23670
aceh|naganraya|beutong,23672
aceh|naganraya|darulmakmur,23662
aceh|naganraya|sukamakmue,23674
aceh|naganraya|kualapesisir,23660
aceh|naganraya|taduraya,23664
aceh|naganraya|tripamakmur,23663
aceh|naganraya|beutongateuhbanggalang,23673
aceh|acehtamiang|manyakpayed,24471
aceh|acehtamiang|bendahara,24470
aceh|acehtamiang|karangbaru,24476
aceh|acehtamiang|seruway,24473
aceh|acehtamiang|kualasinpang,24475
aceh|acehtamiang|kejuruanmuda,24477
aceh|acehtamiang|tamianghulu,24479
aceh|acehtamiang|rantau,24474
aceh|acehtamiang|bandamulia,24472
aceh|acehtamiang|bandarpusaka,24478
aceh|acehtamiang|tenggulun,24477
aceh|acehtamiang|sekerak,24476
aceh|benermeriah|pinturimegayo,24554
aceh|benermeriah|permata,24585
aceh|benermeriah|syiahutama,24586
aceh|benermeriah|bandar,24582
aceh|benermeriah|bukit,24581
aceh|benermeriah|wihpesam,24580
aceh|benermeriah|timanggajah,24555
aceh|benermeriah|benerkelipah,24583
aceh|benermeriah|mesidah,24584
aceh|benermeriah|gajahputih,24553
aceh|pidiejaya|meureudu,24186
aceh|pidiejaya|ulim,24187
aceh|pidiejaya|jangkabuaya,24186
aceh|pidiejaya|bandardua,24188
aceh|pidiejaya|meurahdua,24186
aceh|pidiejaya|bandarbaru,24184
aceh|pidiejaya|panteraja,24185
aceh|pidiejaya|trienggadeng,24185
aceh|bandaaceh|baiturrahman,23241
aceh|bandaaceh|kutaalam,23121
aceh|bandaaceh|meuraxa,23231
aceh|bandaaceh|syiahkuala,23111
aceh|bandaaceh|luengbata,23244
aceh|bandaaceh|kutaraja,23128
aceh|bandaaceh|bandaraya,23238
aceh|bandaaceh|jayabaru,23230
aceh|bandaaceh|uleekareng,23117
aceh|sabang|sukakarya,23511
aceh|sabang|sukajaya,23521
aceh|sabang|sukamakmue,23516
aceh|lhokseumawe|muaradua,24351
aceh|lhokseumawe|bandasakti,24311
aceh|lhokseumawe|blangmangat,24375
aceh|lhokseumawe|muarasatu,24353
aceh|langsa|langsatimur,24411
aceh|langsa|langsabarat,24410
aceh|langsa|langsakota,24410
aceh|langsa|langsalama,24411
aceh|langsa|langsabaro,24415
aceh|subulussalam|simpangkiri,24781
aceh|subulussalam|penanggalan,24780
aceh|subulussalam|rundeng,24779
aceh|subulussalam|sultandaulat,24783
aceh|subulussalam|longkib,24782
sumaterautara|tapanulitengah|barus,22564
sumaterautara|tapanulitengah|sorkam,22560
sumaterautara|tapanulitengah|pandan,22611
sumaterautara|tapanulitengah|pinangsori,22653
sumaterautara|tapanulitengah|manduamas,22565
sumaterautara|tapanulitengah|kolang,22562
sumaterautara|tapanulitengah|tapiannauli,22618
sumaterautara|tapanulitengah|sibabangun,22655
sumaterautara|tapanulitengah|sosorgadong,22568
sumaterautara|tapanulitengah|sorkambarat,22561
sumaterautara|tapanulitengah|sirandorung,22566
sumaterautara|tapanulitengah|andamdewi,22651
sumaterautara|tapanulitengah|sitahuis,22611
sumaterautara|tapanulitengah|tukka,22617
sumaterautara|tapanulitengah|badiri,22654
sumaterautara|tapanulitengah|pasaributobing,22563
sumaterautara|tapanulitengah|barusutara,22567
sumaterautara|tapanulitengah|sukabangun,22656
sumaterautara|tapanulitengah|lumut,22652
sumaterautara|tapanulitengah|sarudik,22611
sumaterautara|tapanuliutara|tarutung,22411
sumaterautara|tapanuliutara|siatasbarita,22417
sumaterautara|tapanuliutara|adiankoting,22461
sumaterautara|tapanuliutara|sipoholon,22452
sumaterautara|tapanuliutara|pahaejulu,22463
sumaterautara|tapanuliutara|pahaejae,22465
sumaterautara|tapanuliutara|simangumban,22466
sumaterautara|tapanuliutara|purbatua,22464
sumaterautara|tapanuliutara|siborongborong,22474
sumaterautara|tapanuliutara|pagaran,22458
sumaterautara|tapanuliutara|parmonangan,22453
sumaterautara|tapanuliutara|sipahutar,22471
sumaterautara|tapanuliutara|pangaribuan,22472
sumaterautara|tapanuliutara|garoga,22473
sumaterautara|tapanuliutara|muara,22476
sumaterautara|tapanuliselatan|angkolabarat,22735
sumaterautara|tapanuliselatan|batangtoru,22738
sumaterautara|tapanuliselatan|angkolatimur,22733
sumaterautara|tapanuliselatan|sipirok,22739
sumaterautara|tapanuliselatan|saipardolokhole,22759
sumaterautara|tapanuliselatan|angkolaselatan,22732
sumaterautara|tapanuliselatan|batangangkola,22773
sumaterautara|tapanuliselatan|arse,22748
sumaterautara|tapanuliselatan|marancar,22737
sumaterautara|tapanuliselatan|sayurmatinggi,22774
sumaterautara|tapanuliselatan|aekbilah,22758
sumaterautara|tapanuliselatan|muarabatangtoru,22736
sumaterautara|tapanuliselatan|tanotombanganangkola,22775
sumaterautara|tapanuliselatan|angkolasangkunur,22734
sumaterautara|tapanuliselatan|angkolamuaratais,22773
sumaterautara|nias|hiliduho,22854
sumaterautara|nias|gido,22871
sumaterautara|nias|idanogawo,22872
sumaterautara|nias|bawolato,22876
sumaterautara|nias|hiliserangkai,22850
sumaterautara|nias|botomuzoi,22815
sumaterautara|nias|ulugawo,22861
sumaterautara|nias|mau,22855
sumaterautara|nias|somolomolo,22871
sumaterautara|nias|sogaeadu,22871
sumaterautara|langkat|bahorok,20774
sumaterautara|langkat|salapian,20777
sumaterautara|langkat|kuala,20772
sumaterautara|langkat|seibingei,20771
sumaterautara|langkat|binjai,20761
sumaterautara|langkat|selesai,20762
sumaterautara|langkat|stabat,20811
sumaterautara|langkat|wampu,20851
sumaterautara|langkat|secanggang,20855
sumaterautara|langkat|hinai,20854
sumaterautara|langkat|tanjungpura,20853
sumaterautara|langkat|padangtualang,20850
sumaterautara|langkat|gebang,20856
sumaterautara|langkat|babalan,20857
sumaterautara|langkat|pangkalansusu,20858
sumaterautara|langkat|besitang,20859
sumaterautara|langkat|seilepan,20776
sumaterautara|langkat|berandanbarat,20881
sumaterautara|langkat|batangserangan,20852
sumaterautara|langkat|sawitseberang,20811
sumaterautara|langkat|sirapit,20775
sumaterautara|langkat|kutambaru,20773
sumaterautara|langkat|pematangjaya,20858
sumaterautara|karo|kabanjahe,22111
sumaterautara|karo|berastagi,22152
sumaterautara|karo|barusjahe,22172
sumaterautara|karo|tigapanah,22170
sumaterautara|karo|merek,22173
sumaterautara|karo|munte,22161
sumaterautara|karo|juhar,22163
sumaterautara|karo|tigabinanga,22162
sumaterautara|karo|laubaleng,22164
sumaterautara|karo|mardingding,22165
sumaterautara|karo|payung,22154
sumaterautara|karo|simpangempat,22150
sumaterautara|karo|kutabuluh,22155
sumaterautara|karo|dolatrayat,22171
sumaterautara|karo|merdeka,22153
sumaterautara|karo|namanteran,22151
sumaterautara|karo|tiganderket,22156
sumaterautara|deliserdang|gunungmeriah,20583
sumaterautara|deliserdang|tanjungmorawa,20362
sumaterautara|deliserdang|sibolangit,20357
sumaterautara|deliserdang|kutalimbaru,20354
sumaterautara|deliserdang|pancurbatu,20353
sumaterautara|deliserdang|namorambe,20356
sumaterautara|deliserdang|sibirubiru,20358
sumaterautara|deliserdang|stmhilir,20363
sumaterautara|deliserdang|bangunpurba,20581
sumaterautara|deliserdang|galang,20585
sumaterautara|deliserdang|stmhulu,20582
sumaterautara|deliserdang|patumbak,20361
sumaterautara|deliserdang|delitua,20355
sumaterautara|deliserdang|sunggal,20351
sumaterautara|deliserdang|hamparanperak,20374
sumaterautara|deliserdang|labuhandeli,20373
sumaterautara|deliserdang|percutseituan,20371
sumaterautara|deliserdang|batangkuis,20372
sumaterautara|deliserdang|lubukpakam,20511
sumaterautara|deliserdang|pagarmerbau,20551
sumaterautara|deliserdang|pantailabu,20553
sumaterautara|deliserdang|beringin,20552
sumaterautara|simalungun|siantar,21151
sumaterautara|simalungun|gunungmalela,21175
